deepfield.tar,uiq2-4.bin,large.tar,silesia.tar,uiq-32.bin,artificl.tar,fannie_mae_500k.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin,ambivert.wav.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.92,0.91,0.9,0.89,0.89,0.77,0.82,0.79,0.79,0.8,0.81
