uiq-32.bin,uiq2-8.bin,uiq2-16.bin,misc.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,uiq2-4.bin,silesia.tar,deepfield.tar,ambivert.wav.tar,artificl.tar
0,0,0,0.88,0.61,0.51,0.38,0.55,0.65,0.7,0.76,0.75,0.76,0.81
