svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.83,0.82,0.75,0.73,0.77,0.78,0.78,0.76,0.72,0.72
