misc.tar,vmlinux-5.10.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,ambivert.wav.tar,silesia.tar
0,0,0,0.78,0.84,0.76,0.72,0.74,0.76,0.77,0.79,0.79,0.79,0.78
