deepfield.tar,silesia.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin,uiq2-8.bin,fannie_mae_500k.tar,large.tar,uiq-32.bin
0,0,0,0.91,0.74,0.66,0.7,0.74,0.77,0.75,0.73,0.75,0.76,0.75
