svg-large,psd-small,psd-large,png-medium,png-large,svg-medium,jpeg-medium,png-small,jpeg-large,svg-small,jpeg-small,psd-medium
0,0,0,0.71,0.71,0.73,0.77,0.75,0.72,0.72,0.72,0.71,0.69
