misc.tar,ambivert.wav.tar,artificl.tar,enwik8.tar,large.tar,uiq-32.bin,fannie_mae_500k.tar,uiq2-8.bin,vmlinux-5.10.tar,uiq2-16.bin,deepfield.tar,silesia.tar,uiq2-4.bin
0,0,0,0.9,0.85,0.85,0.86,0.86,0.85,0.85,0.85,0.86,0.87,0.87
