psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.67,0.65,0.64,0.64,0.65,0.64,0.67,0.69,0.68,0.66
