fannie_mae_500k.tar,uiq2-8.bin,vmlinux-5.10.tar,enwik8.tar,artificl.tar,silesia.tar,uiq2-4.bin,misc.tar,uiq2-16.bin,uiq-32.bin,large.tar,ambivert.wav.tar,deepfield.tar
0,0,0,0.82,0.8,0.8,0.71,0.67,0.7,0.7,0.7,0.72,0.74,0.74
