psd-medium,psd-small,jpeg-small,svg-medium,jpeg-medium,psd-large,svg-small,png-medium,svg-large,png-large,png-small,jpeg-large
0,0,0,0.67,0.62,0.61,0.63,0.68,0.68,0.67,0.66,0.66,0.68
