svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.6,0.63,0.65,0.62,0.65,0.7,0.73,0.75,0.75,0.75
