Environment,DLiSA-0.3_Mean,DLiSA-II_Mean,Wilcoxon_p,A12,Label
ambivert,0.9862999999999998,1.2269999999999999,0.033820763433015086,0.58685,1
artificl,0.13149999999999998,0.1458,0.003296918540899172,0.61795,1
deepfield,0.308,0.31170000000000003,0.46983235235934273,0.52945,0
enwik8,1.1733,1.6029999999999998,0.003653531074416377,0.61895,1
fannie_mae_500k,0.9381,1.1944000000000001,0.023419222087003054,0.5927,1
large,0.43309999999999993,0.5139,0.6159872364858445,0.5205500000000001,0
misc,0.17709999999999998,0.18780000000000002,0.09300327793645155,0.5684,0
silesia,2.3472000000000004,3.2029999999999994,0.023686213383511335,0.5926,1
vmlinux,0.7087,0.8506,0.020723169020203342,0.59465,1
