Environment,DLiSA-0.3_Mean,DLiSA-I_Mean,Wilcoxon_p,A12,Label
smallbank-1,26721.44979736627,26489.731902578576,0.0005561744949563435,0.6406,1
smallbank-10,18972.981832070545,18863.827549637077,0.015426662832528049,0.5986,1
tpcc-2,948.343732127508,943.5357839733776,0.3150129102421634,0.5409,0
tpcc-8,1032.005707850589,1013.5143553245272,0.05731495022144121,0.5777,0
voter-16,47835.19420429828,47999.85294057441,0.8299231481478954,0.5087999999999999,0
voter-2,48335.08316033307,48277.882732990984,0.23864239784357266,0.54785,0
ycsb-2400,20037.040070407573,20103.312665422018,0.4568882423257742,0.53045,0
ycsb-600,28129.89048308761,28033.752220313658,0.5721812657674668,0.5231,0
