Environment,DLiSA-0.3_Mean,DLiSA-II_Mean,Wilcoxon_p,A12,Label
smallbank-1,26721.44979736627,26644.835036535984,0.10389577003810016,0.56595,0
smallbank-10,18972.981832070545,18931.036514149895,0.15016657024030414,0.55855,0
tpcc-2,948.343732127508,938.4587921225753,0.09997908585577266,0.5669,0
tpcc-8,1032.005707850589,1006.6023155778034,0.012830648657533297,0.60165,1
voter-16,47835.19420429828,47763.92902765116,0.29000720693638893,0.5432,0
voter-2,48335.08316033307,47866.218763987155,0.0006594537447695455,0.6384,1
ycsb-2400,20037.040070407573,20124.24342806109,0.9931635363099509,0.5004,0
ycsb-600,28129.89048308761,27691.45626400037,0.10805274375089878,0.56565,0
