silesia.tar,misc.tar,uiq2-8.bin,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,artificl.tar,deepfield.tar,large.tar
0,0,0,0.82,0.79,0.84,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.84
