deepfield.tar,misc.tar,uiq2-8.bin,uiq2-4.bin,uiq2-16.bin,uiq-32.bin,fannie_mae_500k.tar,artificl.tar,large.tar,vmlinux-5.10.tar,enwik8.tar,silesia.tar,ambivert.wav.tar
0,0,0,0.88,0.85,0.86,0.86,0.86,0.85,0.84,0.83,0.83,0.83,0.83
