psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.8,0.62,0.65,0.63,0.62,0.61,0.61,0.62,0.63,0.63
