vmlinux-5.10.tar,silesia.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar,misc.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-4.bin
0,0,0,0.93,0.91,0.91,0.89,0.74,0.71,0.8,0.79,0.59,0.55,0.7
