artificl.tar,silesia.tar,uiq2-16.bin,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,enwik8.tar,uiq2-8.bin,large.tar,uiq-32.bin
0,0,0,0.64,0.8,0.81,0.81,0.81,0.82,0.82,0.78,0.77,0.79,0.8
