jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.76,0.48,0.54,0.39,0.55,0.47,0.55,0.61,0.51,0.3
