jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.86,0.86,0.86,0.8,0.72,0.7,0.69,0.69,0.65,0.64
