jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.92,0.76,0.68,0.71,0.7,0.7,0.69,0.68,0.68,0.69
