jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.68,0.62,0.33,0.54,0.3,0.43,0.29,0.37,0.47,0.38
