jpeg-small,svg-medium,jpeg-medium,psd-small,jpeg-large,png-medium,svg-large,png-large,svg-small,psd-medium,png-small,psd-large
0,0,0,0.64,0.63,0.68,0.68,0.69,0.66,0.64,0.66,0.63,0.63
