jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.79,0.78,0.72,0.71,0.7,0.69,0.67,0.54,0.56,0.51
