jpeg-large,jpeg-medium,psd-large,svg-medium,svg-small,jpeg-small,psd-small,svg-large,png-small,png-large,psd-medium,png-medium
0,0,0,0.89,0.86,0.82,0.77,0.73,0.75,0.73,0.71,0.7,0.71
