jpeg-medium,png-medium,png-small,psd-large,psd-small,jpeg-large,svg-small,png-large,svg-medium,psd-medium,jpeg-small,svg-large
0,0,0,0.73,0.71,0.7,0.67,0.7,0.71,0.69,0.7,0.71,0.7
