uiq2-8.bin,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin,uiq-32.bin,misc.tar,large.tar,vmlinux-5.10.tar,deepfield.tar,ambivert.wav.tar,uiq2-4.bin,enwik8.tar,artificl.tar
0,0,0,0.82,0.85,0.85,0.85,0.82,0.81,0.81,0.81,0.81,0.81,0.81
