deepfield.tar,uiq2-4.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-8.bin,misc.tar,ambivert.wav.tar,uiq2-16.bin,silesia.tar
0,0,0,0.38,0.4,0.54,0.58,0.62,0.66,0.61,0.58,0.58,0.56,0.57
