svg-large,png-medium,jpeg-small,psd-large,svg-medium,psd-small,svg-small,psd-medium,jpeg-medium,png-large,jpeg-large,png-small
0,0,0,0.31,0.5,0.57,0.6,0.59,0.58,0.59,0.59,0.61,0.63
