psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.79,0.78,0.74,0.76,0.76,0.73,0.7,0.71,0.72,0.72
