uiq2-8.bin,enwik8.tar,ambivert.wav.tar,large.tar,silesia.tar,uiq2-4.bin,uiq2-16.bin,artificl.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.85,0.82,0.78,0.8,0.81,0.84,0.8,0.77,0.75,0.75,0.73
