ambivert.wav.tar,artificl.tar,uiq2-4.bin,misc.tar,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-8.bin,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,fannie_mae_500k.tar
0,0,0,0.71,0.45,0.45,0.54,0.48,0.43,0.47,0.42,0.38,0.52,0.39
