jpeg-large,png-small,psd-large,psd-small,svg-small,psd-medium,png-medium,png-large,svg-medium,jpeg-medium,jpeg-small,svg-large
0,0,0,0.53,0.53,0.57,0.62,0.59,0.59,0.62,0.63,0.64,0.63
