png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.91,0.68,0.6,0.63,0.65,0.6,0.58,0.59,0.58,0.58
