png-medium,png-large,svg-large,jpeg-small,svg-small,jpeg-medium,psd-small,psd-medium,jpeg-large,svg-medium,psd-large,png-small
0,0,0,0.76,0.67,0.65,0.56,0.54,0.58,0.6,0.63,0.64,0.65
