psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.88,0.64,0.56,0.57,0.54,0.52,0.53,0.53,0.55,0.58
