svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.41,0.42,0.49,0.58,0.63,0.66,0.63,0.59,0.6,0.6
