jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.67,0.74,0.8,0.76,0.75,0.73,0.71,0.7,0.71,0.7
