svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.51,0.53,0.32,0.33,0.47,0.28,0.42,0.39,0.46,0.32
