psd-large,png-small,svg-medium,jpeg-medium,svg-large,png-medium,png-large,jpeg-large,svg-small,psd-medium,psd-small,jpeg-small
0,0,0,0.54,0.52,0.53,0.56,0.55,0.59,0.64,0.65,0.66,0.66
