psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.82,0.63,0.55,0.59,0.57,0.6,0.62,0.64,0.65,0.64
