enwik8.tar,large.tar,uiq2-4.bin,misc.tar,ambivert.wav.tar,deepfield.tar,vmlinux-5.10.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,uiq2-16.bin,artificl.tar
0,0,0,0.9,0.9,0.87,0.85,0.84,0.83,0.82,0.82,0.82,0.82,0.82
