uiq2-8.bin,vmlinux-5.10.tar,uiq2-4.bin,enwik8.tar,uiq2-16.bin,artificl.tar,uiq-32.bin,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,silesia.tar,misc.tar,deepfield.tar
0,0,0,0.67,0.51,0.39,0.59,0.36,0.28,0.39,0.45,0.44,0.46,0.42
