deepfield.tar,uiq2-4.bin,uiq2-8.bin,enwik8.tar,misc.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq-32.bin,ambivert.wav.tar,silesia.tar,artificl.tar
0,0,0,0.93,0.91,0.92,0.9,0.88,0.87,0.86,0.86,0.86,0.85,0.84
