png-medium,psd-medium,png-small,svg-large,psd-large,jpeg-medium,svg-small,psd-small,svg-medium,jpeg-small,png-large,jpeg-large
0,0,0,0.85,0.81,0.74,0.69,0.72,0.7,0.68,0.67,0.66,0.66
