svg-small,psd-large,png-small,psd-small,jpeg-medium,svg-large,png-medium,psd-medium,png-large,jpeg-small,svg-medium,jpeg-large
0,0,0,0.53,0.57,0.52,0.26,0.42,0.39,0.53,0.53,0.5,0.43
