png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.64,0.62,0.71,0.65,0.61,0.65,0.61,0.61,0.61,0.61
