psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.83,0.79,0.71,0.62,0.65,0.67,0.68,0.69,0.68,0.67
