png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.75,0.72,0.44,0.32,0.37,0.47,0.32,0.52,0.4,0.45
