deepfield.tar,enwik8.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq2-8.bin,artificl.tar,uiq-32.bin,misc.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.64,0.34,0.47,0.3,0.33,0.5,0.35,0.48,0.53,0.39,0.42
