svg-medium,psd-large,svg-small,svg-large,psd-small,jpeg-large,psd-medium,jpeg-small,png-small,png-large,png-medium,jpeg-medium
0,0,0,0.67,0.65,0.6,0.57,0.47,0.55,0.52,0.48,0.41,0.44
