jpeg-medium,psd-medium,psd-large,svg-medium,png-medium,png-large,svg-small,jpeg-small,svg-large,jpeg-large,psd-small,png-small
0,0,0,0.84,0.86,0.85,0.82,0.81,0.79,0.75,0.74,0.73,0.72
