svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.53,0.46,0.54,0.55,0.66,0.32,0.44,0.69,0.61,0.5
