vmlinux-5.10.tar,silesia.tar,large.tar,deepfield.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-16.bin,enwik8.tar,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar
0,0,0,0.89,0.88,0.83,0.83,0.78,0.73,0.72,0.74,0.76,0.77,0.78
