png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.78,0.73,0.68,0.68,0.67,0.69,0.67,0.65,0.64,0.64
