uiq2-16.bin,misc.tar,artificl.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,uiq2-4.bin,vmlinux-5.10.tar,silesia.tar
0,0,0,0.83,0.88,0.85,0.85,0.83,0.82,0.82,0.82,0.81,0.81,0.8
