svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.73,0.72,0.77,0.78,0.77,0.74,0.72,0.72,0.73,0.74
