uiq2-4.bin,ambivert.wav.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,artificl.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,vmlinux-5.10.tar,large.tar,enwik8.tar
0,0,0,0.73,0.46,0.67,0.42,0.48,0.38,0.47,0.51,0.36,0.51,0.42
