ambivert.wav.tar,silesia.tar,misc.tar,vmlinux-5.10.tar,uiq-32.bin,large.tar,artificl.tar,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-4.bin,deepfield.tar
0,0,0,0.91,0.77,0.72,0.76,0.79,0.78,0.76,0.78,0.77,0.78,0.79
