silesia.tar,fannie_mae_500k.tar,deepfield.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-16.bin,large.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.89,0.84,0.83,0.82,0.81,0.82,0.78,0.72,0.67,0.68,0.63
