uiq2-8.bin,ambivert.wav.tar,deepfield.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,uiq2-16.bin,misc.tar,enwik8.tar,vmlinux-5.10.tar,silesia.tar,large.tar,uiq2-4.bin
0,0,0,0.75,0.57,0.43,0.66,0.51,0.51,0.36,0.47,0.42,0.55,0.49
