uiq2-4.bin,ambivert.wav.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,artificl.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,vmlinux-5.10.tar,large.tar,enwik8.tar
0,0,0,0.8,0.62,0.51,0.5,0.47,0.59,0.58,0.38,0.57,0.48,0.63
