psd-large,svg-large,svg-small,png-large,psd-medium,jpeg-large,png-small,jpeg-medium,png-medium,jpeg-small,svg-medium,psd-small
0,0,0,0.77,0.46,0.5,0.51,0.64,0.38,0.5,0.48,0.57,0.65
